title,link,date,price,housing,housing_category,city_area,housing_type,housing_state,living_area,land_area,price_per_meter,ad_id,lat,long
"2 izb. DOKONČENÝ BYT, NOVOSTAVBA BELLOVÁ, loggia, pivnica, orientácia ZÁPAD, možnosť financovať HYPO",https://www.nehnutelnosti.sk/4991386/2-izb-dokonceny-byt-novostavba-bellova-loggia-pivnica-orientacia-zapad-moznost-financovat-hypo/,31.03.2023,154900,Byty,2 izbový byt,Košice I - Staré Mesto,Predaj,Novostavba,"39,2",0,3951.53,4991386,48.7313026,21.2623497
"NOVINKA: 4 izb. DOM, Brestová ul., KOŠICKÁ NOVÁ VES, 10á pozemok, všetky IS",https://www.nehnutelnosti.sk/4996940/novinka-4-izb-dom-brestova-ul-kosicka-nova-ves-10a-pozemok-vsetky-is/,31.03.2023,327000,Domy,Rodinný dom,Košice III - Košická Nová Ves,Predaj,Čiastočná rekonštrukcia,115, 1081,2843.48,4996940,48.7320306,21.2953005
"NOVOREK: 1,5 IZB. BYT, Gudernova ul., KE - ZÁPAD, 3.p., VÝBORNÁ LOKALITA",https://www.nehnutelnosti.sk/4962236/novorek-1-5-izb-byt-gudernova-ul-ke-zapad-3-p-vyborna-lokalita/,31.03.2023,141900,Byty,2 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,40,0,3547.50,4962236,48.7104861,21.2325036
"Predaj 3 izbový byt Klimkovičova, Košice KVP",https://www.nehnutelnosti.sk/5015874/predaj-3-izbovy-byt-klimkovicova-kosice-kvp/,31.03.2023,163000,Byty,3 izbový byt,Košice II - Sídlisko KVP,Predaj,Kompletná rekonštrukcia,65,0,2507.69,5015874,48.7159077,21.2155629
3-izbový byt s TERASOU v centre mesta,https://www.nehnutelnosti.sk/4931104/3-izbovy-byt-sterasou-v-centre-mesta/,31.03.2023,294900,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Novostavba,101,0,2919.80,4931104,48.7270661,21.2652254
3-izbový byt,https://www.nehnutelnosti.sk/4782894/3-izbovy-byt/,31.03.2023,750/mes.,Byty,3 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,72,0,10.42,4782894,48.731482743669,21.258506901971
"PRENÁJOM 4 IZBOVÉHO BYTU, MURÁNSKA ULICA, KOŠICE STARÉ MESTO",https://www.nehnutelnosti.sk/5063089/prenajom-4-izboveho-bytu-muranska-ulica-kosice-stare-mesto/,31.03.2023,1000/mes.,Byty,4 izbový byt,Košice I - Staré Mesto,Prenájom,Čiastočná rekonštrukcia,100,0,10,5063089,48.722303,21.243463
OBCHODNÝ PRIESTOR NA PRENÁJOM - ALŽBETINA UL. KOŠICE STARÉ MESTO,https://www.nehnutelnosti.sk/5049643/obchodny-priestor-na-prenajom-alzbetina-ul-kosice-stare-mesto/,31.03.2023,1000/mes.,Priestory,Obchodné priestory,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,120,0,8.33,5049643,48.720378,21.254834
"1,5 izb. byt s loggiou, Jazero - Važecká, 4.poschodie",https://www.nehnutelnosti.sk/5058272/1-5-izb-byt-s-loggiou-jazero-vazecka-4-poschodie/,31.03.2023,119500,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,39, 45,3064.10,5058272,48.6759104,21.2996767
"Veľký 2-izb. byt pri Nemocnici- Ondavská, Terasa",https://www.nehnutelnosti.sk/5045331/velky-2-izb-byt-pri-nemocnici-ondavska-terasa/,31.03.2023,113000,Byty,2 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,54, 54,2092.59,5045331,48.7216293,21.2365055
"Bývajte v tehle, s loggiou a výťahom, na Komenského, blízko centra",https://www.nehnutelnosti.sk/5030225/byvajte-v-tehle-s-loggiou-a-vytahom-na-komenskeho-blizko-centra/,31.03.2023,178500,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Pôvodný stav,68, 73,2625,5030225,48.73076146,21.25061631
Presvetlené obchodné priestory,https://www.nehnutelnosti.sk/4990504/presvetlene-obchodne-priestory/,31.03.2023,Cenadohodou,Objekty,Objekt pre obchod,Košice IV - Juh,Prenájom,Kompletná rekonštrukcia,500,0,0,4990504,48.69451636,21.24914491
"Exkluzívne na predaj 3 izb. byt, 64 m2, balkón, Národná trieda, Košice - Sever",https://www.nehnutelnosti.sk/5021136/exkluzivne-na-predaj-3-izb-byt-64-m2-balkon-narodna-trieda-kosice-sever/,31.03.2023,152990,Byty,3 izbový byt,Košice I - Sever,Predaj,Pôvodný stav,64,0,2390.47,5021136,48.7374704,21.2526338
"REZERVOVANÉ- Garsónka Južná trieda,Košice",https://www.nehnutelnosti.sk/5026164/rezervovane-garsonka-juzna-trieda-kosice/,31.03.2023,89990,Byty,Garsónka,Košice IV - Juh,Predaj,Pôvodný stav,"26,28",0,3424.28,5026164,48.699695415563,21.263578673028
Výrazne znížená cena! Tehlový byt v skvelej lokalite !,https://www.nehnutelnosti.sk/5049473/vyrazne-znizena-cena-tehlovy-byt-v-skvelej-lokalite/,31.03.2023,142999,Byty,2 izbový byt,Košice I - Sever,Predaj,Pôvodný stav,55,0,2599.98,5049473,48.7366124,21.2461837
Prenájom  novostavby 3-izb. bytu v Starom Meste,https://www.nehnutelnosti.sk/5066704/prenajom-novostavby-3-izb-bytu-v-starom-meste/,31.03.2023,900/mes.,Byty,3 izbový byt,Košice I - Staré Mesto,Prenájom,Novostavba,74,0,12.16,5066704,48.7178272,21.2463976
"3 IZBOVÝ BYT, ROVNÍKOVÁ  ULICA, KOŠICE NAD JAZEROM",https://www.nehnutelnosti.sk/5016024/3-izbovy-byt-rovnikova-ulica-kosice-nad-jazerom/,31.03.2023,134990,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,64,0,2109.22,5016024,48.682533,21.298041
Ponúkame na predaj 2 izbový byt v Košiciach - Odborárska,https://www.nehnutelnosti.sk/5063999/ponukame-na-predaj-2-izbovy-byt-v-kosiciach-odborarska/,31.03.2023,145000,Byty,2 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,52,0,2788.46,5063999,48.7379265,21.2560405
"Ponúkame Vám na predaj 1 izbový byt,  Jantárová ulica.",https://www.nehnutelnosti.sk/4968832/ponukame-vam-na-predaj-1-izbovy-byt-jantarova-ulica/,31.03.2023,107500,Byty,1 izbový byt,Košice IV - Juh,Predaj,Pôvodný stav,42,0,2559.52,4968832,48.7110521,21.2650977
Na predaj rodinný dom v obci Pereš,https://www.nehnutelnosti.sk/5016170/na-predaj-rodinny-dom-v-obci-peres/,31.03.2023,299999,Domy,Rodinný dom,Košice II - Pereš,Predaj,Čiastočná rekonštrukcia,400,0,750,5016170,48.69382115,21.21145565
"Na predaj 3 izbový byt na ulici Bukureštská, Košice - Sídlisko Ťahanovce",https://www.nehnutelnosti.sk/5002976/na-predaj-3-izbovy-byt-na-ulici-bukurestska-kosice-sidlisko-tahanovce/,31.03.2023,140000,Byty,3 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Čiastočná rekonštrukcia,79,0,1772.15,5002976,48.7589122,21.2695794
Na predaj rodinný dom v obci Bidovce,https://www.nehnutelnosti.sk/4991569/na-predaj-rodinny-dom-v-obci-bidovce/,31.03.2023,339000,Domy,Rodinný dom,Košice III - Košická Nová Ves,Predaj,Čiastočná rekonštrukcia,260, 800,1303.85,4991569,48.7334389,21.2977632
Prenájom:  3-izbový byt v novostavbe 78m2,https://www.nehnutelnosti.sk/5064009/prenajom-3-izbovy-byt-v-novostavbe-78m2/,31.03.2023,700/mes.,Byty,3 izbový byt,Košice IV - Vyšné Opátske,Prenájom,Novostavba,78,0,8.97,5064009,48.720311293167,21.294902066109
1 -izbový byt po kompletnej rekonštrukcii,https://www.nehnutelnosti.sk/5063992/1-izbovy-byt-po-kompletnej-rekonstrukcii/,31.03.2023,500/mes.,Byty,1 izbový byt,Košice I - Sever,Prenájom,Kompletná rekonštrukcia,33,0,15.15,5063992,48.73190411077,21.251752594662
Predám rodinný dom,https://www.nehnutelnosti.sk/4845709/predam-rodinny-dom/,31.03.2023,505000,Domy,Rodinný dom,Košice I - Sever,Predaj,Kompletná rekonštrukcia,92, 423,5489.13,4845709,48.7366142,21.2461834
Kompletne zariadený 3 izbový byt na prenájom,https://www.nehnutelnosti.sk/4959472/kompletne-zariadeny-3-izbovy-byt-na-prenajom/,31.03.2023,850/mes.,Byty,3 izbový byt,Košice IV - Juh,Prenájom,Kompletná rekonštrukcia,74,0,11.49,4959472,48.7082346,21.2615586
Útulný 2i byt na prenájom,https://www.nehnutelnosti.sk/5063170/utulny-2i-byt-na-prenajom/,31.03.2023,750/mes.,Byty,2 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,0,0,0,5063170,48.7263564,21.2438129
2 izbový byt v Starom Meste,https://www.nehnutelnosti.sk/4982460/2-izbovy-byt-v-starom-meste/,31.03.2023,149900,Byty,2 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,55,0,2725.45,4982460,48.731507337416,21.263097856089
3-izbový byt v ideálnej oblasti občianskej vybavenosti,https://www.nehnutelnosti.sk/5059497/3-izbovy-byt-v-idealnej-oblasti-obcianskej-vybavenosti/,31.03.2023,169000,Byty,3 izbový byt,Košice II - Sídlisko KVP,Predaj,Kompletná rekonštrukcia,72,0,2347.22,5059497,48.71666693,21.20900912
Na predaj tehlový 3-izbový byt v Starom Meste,https://www.nehnutelnosti.sk/4879725/na-predaj-tehlovy-3-izbovy-byt-v-starom-meste/,31.03.2023,220000,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,67,0,3283.58,4879725,48.726967683162,21.245960834572
Novostavba 2-iz. byt na prenájom + parking,https://www.nehnutelnosti.sk/5061731/novostavba-2-iz-byt-na-prenajom-parking/,31.03.2023,660/mes.,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Prenájom,Novostavba,60,0,11,5061731,48.725926,21.2897366
"3-izb. slnecny byt, Safarikova, Kosice - Terasa",https://www.nehnutelnosti.sk/5061382/3-izb-slnecny-byt-safarikova-kosice-terasa/,31.03.2023,168000,Byty,3 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,54,0,3111.11,5061382,48.708786823946,21.233413648044
"2i byt–Terasa, pri Fakult.nem, komplet rekonštr.",https://www.nehnutelnosti.sk/4870637/2i-bytterasa-pri-fakult-nem-komplet-rekonstr/,31.03.2023,149990,Byty,2 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,54,0,2777.59,4870637,48.7143059,21.2345867
Zdravé miesto na bývanie!,https://www.nehnutelnosti.sk/4978467/zdrave-miesto-na-byvanie/,31.03.2023,112000,Pozemky,Pozemok pre rod. domy,Košice I - Sever,Predaj,,94, 947,118.27,4978467,48.752306317496,21.226469584774
2izb - Terasa -parking -2x loggia -dohoda na cene,https://www.nehnutelnosti.sk/5060909/2izb-terasa-parking-2x-loggia-dohoda-na-cene/,31.03.2023,145000,Byty,2 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,50,0,2900,5060909,48.707653014022,21.240333649562
"RD na Diamantovej ulici, KE Západ",https://www.nehnutelnosti.sk/5058200/rd-na-diamantovej-ulici-ke-zapad/,31.03.2023,400000,Domy,Rodinný dom,Košice II - Západ,Predaj,Pôvodný stav,150, 880,2666.67,5058200,48.713700445204,21.223617464662
Garáž Mikovíniho,https://www.nehnutelnosti.sk/4984988/garaz-mikoviniho/,31.03.2023,32000,Objekty,Garáž,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,18, 18,1777.78,4984988,48.699767012798,21.230855062076
"Žižkova ul., 1,5 izbový byt, centrum mesta",https://www.nehnutelnosti.sk/5058907/zizkova-ul-1-5-izbovy-byt-centrum-mesta/,31.03.2023,115000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,42,0,2738.10,5058907,48.713212536706,21.249496344356
Kancelársky priestor 36m² Centrum Košíc - Hradbová,https://www.nehnutelnosti.sk/4899623/kancelarsky-priestor-36m-centrum-kosic-hradbova/,31.03.2023,406/mes.,Priestory,"Kancelárie, admin. priestory",Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,36,0,11.28,4899623,48.722374,21.2570038
Garsónka  po rekonštrukcii - Košice Sever,https://www.nehnutelnosti.sk/5058666/garsonka-po-rekonstrukcii-kosice-sever/,31.03.2023,89900,Byty,Garsónka,Košice I - Sever,Predaj,Kompletná rekonštrukcia,22,0,4086.36,5058666,48.757213902564,21.238828648835
"PREDAJ 1izb. byt KOŠICE ST, MESTO-s invest.potenc.",https://www.nehnutelnosti.sk/5058425/predaj-1izb-byt-kosice-st-mesto-s-invest-potenc/,31.03.2023,139000,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,39,0,3564.10,5058425,48.7258666,21.2409303
"Prenajmem 2,5 izbový byt v Starom meste KE",https://www.nehnutelnosti.sk/4868854/prenajmem-2-5-izbovy-byt-v-starom-meste-ke/,31.03.2023,650/mes.,Byty,2 izbový byt,Košice I - Staré Mesto,Prenájom,Čiastočná rekonštrukcia,60,0,10.83,4868854,48.722374,21.2570038
veľká južná záhrada,https://www.nehnutelnosti.sk/5018170/velka-juzna-zahrada/,31.03.2023,1,Pozemky,Záhrada,Košice I - Sever,Predaj,,0, 902,0,5018170,48.757213902564,21.238828648835
Predám nezrealizovaný projekt bytového domu AKCIA,https://www.nehnutelnosti.sk/5057509/predam-nezrealizovany-projekt-bytoveho-domu-akcia/,31.03.2023,120000,Objekty,Bytový dom,Košice I - Staré Mesto,Predaj,Developerský projekt,2283,0,52.56,5057509,48.72238069,21.25701029
"Priestranný 3-izb. byt, ul. Madridská, Ťahanovce",https://www.nehnutelnosti.sk/5017771/priestranny-3-izb-byt-ul-madridska-tahanovce/,31.03.2023,164900,Byty,3 izbový byt,Košice I - Ťahanovce,Predaj,Čiastočná rekonštrukcia,79,0,2087.34,5017771,48.7615803,21.2602384
"1 IZBOVÝ BYT V KOŠICIACH, NAD JAZEROM",https://www.nehnutelnosti.sk/5016921/1-izbovy-byt-v-kosiciach-nad-jazerom/,31.03.2023,550/mes.,Byty,1 izbový byt,Košice IV - Nad jazerom,Prenájom,Novostavba,59,0,9.32,5016921,48.696612086377,21.284543064253
"2-izbového bytu s parkovacím miestom, KVP",https://www.nehnutelnosti.sk/5056221/2-izboveho-bytu-s-parkovacim-miestom-kvp/,31.03.2023,650/mes.,Byty,2 izbový byt,Košice II - Sídlisko KVP,Prenájom,Novostavba,48,0,13.54,5056221,48.716820693081,21.218670202056
2-izbový byt Nová Terasa Košice,https://www.nehnutelnosti.sk/4832534/2-izbovy-byt-nova-terasa-kosice/,31.03.2023,640/mes.,Byty,2 izbový byt,Košice II - Západ,Prenájom,Novostavba,44,0,14.55,4832534,48.723298722149,21.240160866236
"2 izbový byt, Košice Juh, ZNÍŽENÁ CENA",https://www.nehnutelnosti.sk/4926508/2-izbovy-byt-kosice-juh-znizena-cena/,31.03.2023,115250,Byty,2 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,52,0,2216.35,4926508,48.7092514,21.2570839
"2-izb. Mezonet, 52,3 m2, TOSTOV PALÁC",https://www.nehnutelnosti.sk/5015890/2-izb-mezonet-52-3-m2-tostov-palac/,31.03.2023,195000,Byty,2 izbový byt,Košice I - Staré Mesto,Predaj,Novostavba,52,0,3750,5015890,48.721232226841,21.252292579769
Zariadený 3- izbový byt na prenájom,https://www.nehnutelnosti.sk/5053521/zariadeny-3-izbovy-byt-na-prenajom/,31.03.2023,750/mes.,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Prenájom,Čiastočná rekonštrukcia,0,0,0,5053521,48.737997514958,21.28797474373
"Prenájom kancelárskych priestorov na Floriánskej ulici - 29,16m2 + 10,62m2 + 6,86m2",https://www.nehnutelnosti.sk/5052928/prenajom-kancelarskych-priestorov-na-florianskej-ulici-29-16m2-10-62m2-6-86m2/,31.03.2023,"536,36/mes.",Priestory,"Kancelárie, admin. priestory",Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,"46,64",0,11.50,5052928,48.7178412,21.246449
"Furča 3izb byt Clementisova, Košice",https://www.nehnutelnosti.sk/4871509/furca-3izb-byt-clementisova-kosice/,31.03.2023,139900,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,57,0,2454.39,4871509,48.727989652397,21.29089081886
Kompletne zrekonštruovaný 3-i. byt v starom meste,https://www.nehnutelnosti.sk/4925944/kompletne-zrekonstruovany-3-i-byt-v-starom-meste/,31.03.2023,211500,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,72,0,2937.50,4925944,48.722374,21.2570038
"na prenájom sklad, výrobný priestor Košice- Vodome",https://www.nehnutelnosti.sk/4979540/na-prenajom-sklad-vyrobny-priestor-kosice-vodome/,31.03.2023,1500/mes.,Objekty,Skladový objekt,Košice II - Pereš,Prenájom,Kompletná rekonštrukcia,140, 170,10.71,4979540,48.688883661486,21.224010633543
Byt na prenájom len pár krokov od Hlavnej,https://www.nehnutelnosti.sk/5051915/byt-na-prenajom-len-par-krokov-od-hlavnej/,31.03.2023,720/mes.,Byty,2 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,60,0,12,5051915,48.7258811,21.2571876
Veľký 3-izbový byt Narcisová ulica Košice,https://www.nehnutelnosti.sk/5051244/velky-3-izbovy-byt-narcisova-ulica-kosice/,31.03.2023,149000,Byty,3 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,70,0,2128.57,5051244,48.709334387501,21.240137707276
Maderoterapia,https://www.nehnutelnosti.sk/5051084/maderoterapia/,31.03.2023,12500,Priestory,Obchodné priestory,Košice I - Staré Mesto,Predaj,Pôvodný stav,0,0,284.09,5051084,48.723274255433,21.25450272145
Looking for a apartment to rent for long term,https://www.nehnutelnosti.sk/5011688/looking-for-a-apartment-to-rent-for-long-term/,31.03.2023,550,Byty,2 izbový byt,Košice I - Sever,Prenájom,Novostavba,0,0,0,5011688,48.738845806523,21.246889138947
Novo zrekonštruovaný 3 izbový byt Ostravská ul.,https://www.nehnutelnosti.sk/4975575/novo-zrekonstruovany-3-izbovy-byt-ostravska-ul/,31.03.2023,158900,Byty,3 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,58,0,2739.66,4975575,48.699963489366,21.253971759692
Rodinný bungalov s plnohodnotným obytným podkrovým,https://www.nehnutelnosti.sk/5011009/rodinny-bungalov-s-plnohodnotnym-obytnym-podkrovym/,31.03.2023,465000,Domy,Rodinný dom,Košice IV - Krásna,Predaj,Novostavba,245, 625,1897.96,5011009,48.672671670612,21.31878718092
"Útulný 1,5 izbový rekonštruovaný byt",https://www.nehnutelnosti.sk/4810373/utulny-1-5-izbovy-rekonstruovany-byt/,31.03.2023,112000,Byty,1 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,42,0,2666.67,4810373,48.6893387,21.2844601
Priemyselný pozemok Košice Ťahanovce,https://www.nehnutelnosti.sk/4785082/priemyselny-pozemok-kosice-tahanovce/,31.03.2023,Cenadohodou,Pozemky,Priemyselná zóna,Košice I - Ťahanovce,Predaj,,0, 57765,0,4785082,48.7574921,21.2551346
"3 izb. byt - KVP ,Denešova s prenájmom garáže",https://www.nehnutelnosti.sk/4992069/3-izb-byt-kvp-denesova-s-prenajmom-garaze/,31.03.2023,168990,Byty,3 izbový byt,Košice II - Sídlisko KVP,Predaj,Čiastočná rekonštrukcia,70,0,2414.14,4992069,48.710328,21.213707
"Prenájom, NOVOSTAVBA Bellova, 2 izb., Staré Mesto",https://www.nehnutelnosti.sk/5048860/prenajom-novostavba-bellova-2-izb-stare-mesto/,31.03.2023,780/mes.,Byty,2 izbový byt,Košice I - Staré Mesto,Prenájom,Novostavba,48,0,16.25,5048860,48.72238069,21.25701029
"stavebný pozemok,  Košice,  sever",https://www.nehnutelnosti.sk/5047896/stavebny-pozemok-kosice-sever/,31.03.2023,205000,Pozemky,Pozemok pre rod. domy,Košice I - Sever,Predaj,,0, 630,325.40,5047896,48.752699308018,21.248484104967
Exkluzívny mezonet na Hlavnej,https://www.nehnutelnosti.sk/4786502/exkluzivny-mezonet-na-hlavnej/,31.03.2023,430000,Byty,Mezonet,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,200,0,2150,4786502,48.726909958385,21.254704897117
Bývanie v dome v centre Košic,https://www.nehnutelnosti.sk/4974982/byvanie-v-dome-v-centre-kosic/,31.03.2023,1200/mes.,Domy,Rodinný dom,Košice I - Staré Mesto,Prenájom,Novostavba,140,0,8.57,4974982,48.72238069,21.25701029
Kompletne zrekonštruovaný 2 izbový byt s balkónom,https://www.nehnutelnosti.sk/5008362/kompletne-zrekonstruovany-2-izbovy-byt-s-balkonom/,31.03.2023,117000,Byty,2 izbový byt,Košice II - Šaca,Predaj,Kompletná rekonštrukcia,59,0,1983.05,5008362,48.631128016629,21.173658827761
"Novo-zrekonštruovaný 3-izb. byt, ul. Havanska",https://www.nehnutelnosti.sk/5008119/novo-zrekonstruovany-3-izb-byt-ul-havanska/,31.03.2023,157000,Byty,3 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Kompletná rekonštrukcia,65,0,2415.38,5008119,48.753974958481,21.267586510863
2i byt Košice – Sever / 2-bedroom apartment,https://www.nehnutelnosti.sk/5043734/2i-byt-kosice-sever-2-bedroom-apartment/,31.03.2023,600/mes.,Byty,2 izbový byt,Košice I - Sever,Prenájom,Čiastočná rekonštrukcia,58,0,10.34,5043734,48.737490181894,21.252743872929
"Predaj novostavby, Košická Nová Ves - Geder -",https://www.nehnutelnosti.sk/4970743/predaj-novostavby-kosicka-nova-ves-geder/,31.03.2023,109000,Domy,Rodinný dom,Košice III - Košická Nová Ves,Predaj,Novostavba,0,0,0,4970743,48.733383435722,21.297705424545
Výnimočný 3-izbový byt v centre ZNÍŽENÁ CENA,https://www.nehnutelnosti.sk/4887747/vynimocny-3-izbovy-byt-v-centre-znizena-cena/,31.03.2023,319000,Byty,Mezonet,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,120,0,2658.33,4887747,48.722374,21.2570038
ZNÍŽENÁ CENA - tehlový 4 izbový byt s garážou,https://www.nehnutelnosti.sk/4857435/znizena-cena-tehlovy-4-izbovy-byt-s-garazou/,31.03.2023,369000,Byty,4 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,144,0,2562.50,4857435,48.7366142,21.2461834
3 – Izbový byt s loggiou Košice – Furča,https://www.nehnutelnosti.sk/4970027/3-izbovy-byt-s-loggiou-kosice-furca/,31.03.2023,125000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,64,0,1953.13,4970027,48.729159157278,21.28736054266
Prenájom 1-izbového veľkého bytu na Južnej triede,https://www.nehnutelnosti.sk/5043306/prenajom-1-izboveho-velkeho-bytu-na-juznej-triede/,31.03.2023,500/mes.,Byty,1 izbový byt,Košice IV - Juh,Prenájom,Kompletná rekonštrukcia,50,0,10,5043306,48.7137157,21.2602915
"Lukrativny pozemok na Pereši - les, ticho",https://www.nehnutelnosti.sk/5004342/lukrativny-pozemok-na-peresi-les-ticho/,31.03.2023,Cenadohodou,Pozemky,Pozemok pre rod. domy,Košice II - Pereš,Predaj,,0, 600,0,5004342,48.693791581702,21.210113985762
Prenájom 2-izb byt Košice centrum,https://www.nehnutelnosti.sk/5042678/prenajom-2-izb-byt-kosice-centrum/,31.03.2023,690/mes.,Byty,2 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,0,0,0,5042678,48.727954527171,21.249297012169
"Na predaj 3i byt - KE centrum, pri Auparku",https://www.nehnutelnosti.sk/5042220/na-predaj-3i-byt-ke-centrum-pri-auparku/,31.03.2023,175000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,68,0,2573.53,5042220,48.716180009539,21.264635552402
"3-izbový byt na prenájom, Terasa, KE",https://www.nehnutelnosti.sk/5041966/3-izbovy-byt-na-prenajom-terasa-ke/,31.03.2023,750/mes.,Byty,3 izbový byt,Košice II - Západ,Prenájom,Kompletná rekonštrukcia,68,0,11.03,5041966,48.713985205323,21.241895713321
